Row ID,order_id,order_date,ship_date,customer_id,city,product_id,category,product_name,sales,quantity,profit
3158,CA-2015-139584,8/24/2015,8/28/2015,EM-13810,New York City,TEC-AC-10001266,Technology,Memorex Micro Travel Drive 8 GB,26,2,11.7
3159,US-2016-162677,3/26/2016,3/27/2016,DB-13210,Jacksonville,OFF-ST-10001291,Office Supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,5.9185
3160,US-2016-162677,3/26/2016,3/27/2016,DB-13210,Jacksonville,TEC-AC-10001314,Technology,Case Logic 2.4GHz Wireless Keyboard,119.976,3,-17.9964
3161,US-2014-150924,09-12-2014,9/16/2014,PT-19090,Houston,OFF-BI-10004040,Office Supplies,Wilson Jones Impact Binders,5.18,5,-8.029
3162,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,San Francisco,OFF-EN-10001539,Office Supplies,Staple envelope,15.56,2,7.3132
3163,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,San Francisco,OFF-EN-10004483,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,36.8245
3164,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,San Francisco,OFF-AR-10001615,Office Supplies,Newell 34,59.52,3,15.4752
3165,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,San Francisco,OFF-PA-10000327,Office Supplies,Xerox 1971,38.52,9,17.334
3166,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,San Francisco,TEC-PH-10001299,Technology,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,23.9984
3167,CA-2014-153969,9/21/2014,9/25/2014,HF-14995,San Francisco,OFF-PA-10002246,Office Supplies,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,9.4815
3168,CA-2016-146682,10/29/2016,10/31/2016,KW-16435,Lansing,FUR-FU-10002671,Furniture,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67,5,32.16
3169,CA-2016-138695,5/28/2016,06-03-2016,KC-16675,Tallahassee,FUR-CH-10003833,Furniture,Novimex Fabric Task Chair,390.272,8,-24.392
3170,CA-2016-138695,5/28/2016,06-03-2016,KC-16675,Tallahassee,OFF-PA-10001667,Office Supplies,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,13,19.435
3171,CA-2017-107461,12/21/2017,12/26/2017,PK-19075,Columbia,OFF-BI-10002003,Office Supplies,Ibico Presentation Index for Binding Systems,23.88,6,11.2236
3172,US-2016-133879,3/21/2016,3/28/2016,KT-16465,Chicago,OFF-BI-10004465,Office Supplies,Avery Durable Slant Ring Binders,3.168,2,-4.752
3173,US-2016-133879,3/21/2016,3/28/2016,KT-16465,Chicago,FUR-CH-10000665,Furniture,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0
3174,US-2016-133879,3/21/2016,3/28/2016,KT-16465,Chicago,OFF-AR-10004956,Office Supplies,Newell 33,13.392,3,1.5066
3175,CA-2017-157483,11-11-2017,11/18/2017,EP-13915,Detroit,OFF-AR-10004260,Office Supplies,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,7,50.9208
3176,US-2017-132059,9/23/2017,9/29/2017,AP-10915,Fort Collins,FUR-BO-10001811,Furniture,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2,-240.784
3177,US-2017-132059,9/23/2017,9/29/2017,AP-10915,Fort Collins,TEC-AC-10003280,Technology,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.5998
3178,CA-2017-122280,09-10-2017,09-10-2017,SH-20395,New York City,OFF-PA-10004911,Office Supplies,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,9.0048
3179,CA-2017-105235,12-05-2017,12-11-2017,SM-20950,New York City,FUR-FU-10001487,Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,6.0726
3180,CA-2017-105235,12-05-2017,12-11-2017,SM-20950,New York City,FUR-FU-10000521,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,18.1908
3181,CA-2017-105235,12-05-2017,12-11-2017,SM-20950,New York City,OFF-AP-10001271,Office Supplies,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,5,68.823
3182,CA-2017-152912,11-09-2017,11-12-2017,BM-11650,Columbia,OFF-BI-10004728,Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,4.4344
3183,CA-2017-152912,11-09-2017,11-12-2017,BM-11650,Columbia,TEC-AC-10004666,Technology,Maxell iVDR EX 500GB Cartridge,826.62,3,355.4466
3184,CA-2017-152912,11-09-2017,11-12-2017,BM-11650,Columbia,OFF-ST-10003208,Office Supplies,Adjustable Depth Letter/Legal Cart,1633.14,9,473.6106
3185,CA-2017-152912,11-09-2017,11-12-2017,BM-11650,Columbia,OFF-ST-10003208,Office Supplies,Adjustable Depth Letter/Legal Cart,544.38,3,157.8702
3186,CA-2014-123498,11-07-2014,11-09-2014,TC-20980,Houston,OFF-BI-10000632,Office Supplies,Satellite Sectional Post Binders,26.046,3,-44.2782
3187,CA-2014-123498,11-07-2014,11-09-2014,TC-20980,Houston,OFF-EN-10004773,Office Supplies,Staple envelope,74.352,3,26.9526
3188,CA-2017-159352,03-12-2017,3/17/2017,KB-16585,Lowell,TEC-PH-10004700,Technology,PowerGen Dual USB Car Charger,69.93,7,32.1678
3189,US-2017-146416,10/20/2017,10/22/2017,JE-16165,Woodland,OFF-LA-10003714,Office Supplies,Avery 510,3.75,1,1.8
3190,US-2017-146416,10/20/2017,10/22/2017,JE-16165,Woodland,OFF-BI-10001787,Office Supplies,Wilson Jones Four-Pocket Poly Binders,20.928,4,7.5864
3191,US-2015-163783,12/27/2015,01-01-2016,DR-12940,Chicago,OFF-ST-10002957,Office Supplies,Sterilite Show Offs Storage Containers,12.672,3,-3.168
3192,CA-2017-123981,10-02-2017,10-08-2017,RW-19630,New York City,TEC-PH-10002115,Technology,Plantronics 81402,65.99,1,17.1574
3193,CA-2017-158953,06-04-2017,06-08-2017,ML-18040,Missouri City,OFF-BI-10002557,Office Supplies,Presstex Flexible Ring Binders,6.37,7,-9.555
3194,CA-2014-165428,09-01-2014,09-04-2014,JL-15130,Houston,OFF-BI-10002949,Office Supplies,Prestige Round Ring Binders,3.648,3,-6.0192
3195,CA-2014-165428,09-01-2014,09-04-2014,JL-15130,Houston,OFF-PA-10004100,Office Supplies,Xerox 216,31.104,6,10.8864
3196,CA-2016-169026,08-08-2016,8/13/2016,CM-12655,Jackson,OFF-FA-10001883,Office Supplies,"Alliance Super-Size Bands, Assorted Sizes",23.34,3,0.2334
3197,CA-2017-109750,7/22/2017,7/28/2017,FH-14365,New York City,TEC-PH-10000702,Technology,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,3,14.0859
3198,CA-2015-149384,07-10-2015,07-10-2015,EH-13945,Tempe,OFF-BI-10003196,Office Supplies,Accohide Poly Flexible Ring Binders,3.366,3,-2.244
3199,CA-2014-131527,12-01-2014,12-07-2014,TB-21280,Jacksonville,TEC-PH-10001644,Technology,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,4,9.5968
3200,CA-2017-164000,12/18/2017,12/22/2017,AH-10030,Philadelphia,OFF-AR-10003183,Office Supplies,Avery Fluorescent Highlighter Four-Color Set,18.704,7,2.338
3201,CA-2014-164224,5/18/2014,5/20/2014,TT-21070,Akron,FUR-FU-10000308,Furniture,Deflect-o Glass Clear Studded Chair Mats,149.232,3,3.7308
3202,CA-2014-164224,5/18/2014,5/20/2014,TT-21070,Akron,OFF-PA-10001526,Office Supplies,Xerox 1949,15.936,4,5.7768
3203,CA-2014-158372,11-10-2014,11/16/2014,RD-19900,San Diego,TEC-PH-10002103,Technology,Jabra SPEAK 410,601.536,8,60.1536
3204,CA-2014-158372,11-10-2014,11/16/2014,RD-19900,San Diego,TEC-AC-10004209,Technology,Memorex Froggy Flash Drive 4 GB,10.99,1,4.2861
3205,CA-2014-158372,11-10-2014,11/16/2014,RD-19900,San Diego,FUR-FU-10000397,Furniture,Luxo Economy Swing Arm Lamp,39.88,2,11.1664
3206,CA-2014-158372,11-10-2014,11/16/2014,RD-19900,San Diego,OFF-PA-10002137,Office Supplies,"Southworth 100% Résumé Paper, 24lb.",62.24,8,28.008
3207,CA-2014-158372,11-10-2014,11/16/2014,RD-19900,San Diego,FUR-FU-10001867,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,14.896
3208,CA-2014-158372,11-10-2014,11/16/2014,RD-19900,San Diego,OFF-LA-10000407,Office Supplies,Avery White Multi-Purpose Labels,39.84,8,18.3264
3209,CA-2016-108882,01-09-2016,1/15/2016,LA-16780,Fresno,TEC-AC-10000420,Technology,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,118.983
3210,CA-2016-108882,01-09-2016,1/15/2016,LA-16780,Fresno,TEC-PH-10002726,Technology,netTALK DUO VoIP Telephone Service,377.928,9,141.723
3211,US-2017-108245,9/22/2017,9/27/2017,SH-19975,Pearland,OFF-EN-10001415,Office Supplies,Staple envelope,13.392,3,5.022
3212,US-2017-108245,9/22/2017,9/27/2017,SH-19975,Pearland,OFF-BI-10000773,Office Supplies,Insertable Tab Post Binder Dividers,11.228,7,-18.5262
3213,CA-2014-142314,12/23/2014,12/28/2014,SF-20200,Richmond,OFF-AP-10002350,Office Supplies,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,207.24,11,58.0272
3214,CA-2016-132409,5/26/2016,06-01-2016,TH-21235,Philadelphia,OFF-AR-10001919,Office Supplies,"OIC #2 Pencils, Medium Soft",1.504,1,0.1692
3215,CA-2016-132409,5/26/2016,06-01-2016,TH-21235,Philadelphia,OFF-AP-10002082,Office Supplies,Holmes HEPA Air Purifier,34.848,2,6.534
3216,CA-2017-150189,07-08-2017,07-10-2017,VG-21790,San Mateo,OFF-LA-10002762,Office Supplies,Avery 485,75.18,6,35.3346
3217,CA-2014-114433,5/13/2014,5/17/2014,NP-18325,Oakland,TEC-AC-10002800,Technology,Plantronics Audio 478 Stereo USB Headset,149.97,3,52.4895
3218,CA-2017-104640,11-10-2017,11/16/2017,FH-14275,New York City,OFF-BI-10003925,Office Supplies,Fellowes PB300 Plastic Comb Binding Machine,931.176,3,314.2719
3219,CA-2017-104640,11-10-2017,11/16/2017,FH-14275,New York City,TEC-PH-10002200,Technology,Aastra 6757i CT Wireless VoIP phone,430.88,2,124.9552
3220,US-2015-137008,10-02-2015,10-08-2015,JP-15460,Lakewood,OFF-PA-10001295,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,94.85,5,45.528
3221,US-2015-137008,10-02-2015,10-08-2015,JP-15460,Lakewood,OFF-EN-10002500,Office Supplies,Globe Weis Peel & Seel First Class Envelopes,51.12,4,23.004
3222,US-2015-137008,10-02-2015,10-08-2015,JP-15460,Lakewood,TEC-AC-10000892,Technology,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90,1,32.4
3223,CA-2014-108189,10-02-2014,10-05-2014,ES-14080,Tempe,OFF-PA-10001838,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,3.4104
3224,CA-2014-108189,10-02-2014,10-05-2014,ES-14080,Tempe,OFF-FA-10000735,Office Supplies,Staples,4.672,2,1.46
3225,CA-2014-108189,10-02-2014,10-05-2014,ES-14080,Tempe,TEC-PH-10001760,Technology,Bose SoundLink Bluetooth Speaker,318.4,2,107.46
3226,CA-2014-108189,10-02-2014,10-05-2014,ES-14080,Tempe,OFF-EN-10004846,Office Supplies,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,4.6284
3227,CA-2014-108189,10-02-2014,10-05-2014,ES-14080,Tempe,OFF-SU-10003567,Office Supplies,Stiletto Hand Letter Openers,15.36,2,-3.264
3228,CA-2014-108189,10-02-2014,10-05-2014,ES-14080,Tempe,TEC-PH-10001557,Technology,Pyle PMP37LED,230.376,3,20.1579
3229,CA-2014-108189,10-02-2014,10-05-2014,ES-14080,Tempe,TEC-AC-10003038,Technology,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,-0.0895
3230,CA-2014-154641,08-11-2014,8/16/2014,KL-16645,New York City,OFF-ST-10004459,Office Supplies,Tennsco Single-Tier Lockers,375.34,1,18.767
3231,CA-2017-131625,09-01-2017,09-05-2017,BN-11515,New York City,FUR-FU-10004960,Furniture,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9,5,39.066
3232,US-2017-156356,4/16/2017,4/22/2017,ND-18370,Houston,OFF-BI-10000632,Office Supplies,Satellite Sectional Post Binders,26.046,3,-44.2782
3233,US-2017-156356,4/16/2017,4/22/2017,ND-18370,Houston,OFF-BI-10001107,Office Supplies,"GBC White Gloss Covers, Plain Front",2.896,1,-4.7784
3234,US-2017-156356,4/16/2017,4/22/2017,ND-18370,Houston,OFF-ST-10002301,Office Supplies,Tennsco Commercial Shelving,32.544,2,-7.7292
3235,CA-2016-138933,4/24/2016,4/27/2016,JL-15130,Riverside,OFF-BI-10003355,Office Supplies,Cardinal Holdit Business Card Pockets,3.984,1,1.3944
3236,CA-2016-140746,1/15/2016,1/15/2016,RC-19825,Fairfield,FUR-TA-10002903,Furniture,"Bevis Round Bullnose 29"" High Table Top",181.797,1,-15.5826
3237,CA-2016-146836,05-02-2016,05-02-2016,CC-12475,New York City,OFF-ST-10001580,Office Supplies,Super Decoflex Portable Personal File,44.94,3,12.5832
3238,CA-2016-146836,05-02-2016,05-02-2016,CC-12475,New York City,OFF-BI-10000315,Office Supplies,Poly Designer Cover & Back,45.576,3,15.9516
3239,US-2016-127971,11/20/2016,11/27/2016,DW-13195,Houston,FUR-CH-10003774,Furniture,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,-77.333
3240,US-2016-127971,11/20/2016,11/27/2016,DW-13195,Houston,TEC-PH-10003095,Technology,Samsung HM1900 Bluetooth Headset,122.92,7,46.095
3241,US-2016-127971,11/20/2016,11/27/2016,DW-13195,Houston,FUR-FU-10000023,Furniture,Eldon Wave Desk Accessories,7.068,3,-2.8272
3242,US-2016-140809,02-01-2016,02-03-2016,CK-12760,Arlington,OFF-ST-10002214,Office Supplies,X-Rack File for Hanging Folders,56.45,5,14.677
3243,CA-2017-114524,3/31/2017,04-05-2017,EG-13900,Chicago,OFF-BI-10002799,Office Supplies,"SlimView Poly Binder, 3/8""",13.468,13,-22.8956
3244,CA-2017-113355,12-01-2017,12-05-2017,SJ-20215,Grand Prairie,TEC-PH-10004912,Technology,Cisco SPA112 2 Port Phone Adapter,219.8,5,24.7275
3245,CA-2017-113355,12-01-2017,12-05-2017,SJ-20215,Grand Prairie,FUR-CH-10002602,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3,-18.1176
3246,US-2017-140907,12-10-2017,12-12-2017,BP-11185,Seattle,TEC-AC-10004510,Technology,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3,4.908
3247,US-2017-140907,12-10-2017,12-12-2017,BP-11185,Seattle,OFF-ST-10000060,Office Supplies,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,38.988
3248,US-2017-140907,12-10-2017,12-12-2017,BP-11185,Seattle,OFF-AR-10000799,Office Supplies,Col-Erase Pencils with Erasers,18.24,3,5.2896
3249,CA-2016-159730,9/17/2016,9/21/2016,SJ-20125,Seattle,FUR-CH-10004875,Furniture,Harbour Creations 67200 Series Stacking Chairs,113.888,2,9.9652
3250,CA-2016-159730,9/17/2016,9/21/2016,SJ-20125,Seattle,TEC-PH-10002085,Technology,Clarity 53712,105.584,2,7.9188
3251,CA-2016-157868,12/23/2016,12/29/2016,MC-17590,Grand Rapids,OFF-FA-10000992,Office Supplies,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",24.85,7,11.6795
3252,CA-2017-119389,4/17/2017,4/19/2017,BG-11740,Philadelphia,FUR-FU-10001473,Furniture,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,5.2773
3253,CA-2017-110373,10/27/2017,10/30/2017,MA-17560,Chicago,OFF-AR-10003045,Office Supplies,Prang Colored Pencils,7.056,3,2.205
3254,CA-2017-110373,10/27/2017,10/30/2017,MA-17560,Chicago,TEC-PH-10001536,Technology,Spigen Samsung Galaxy S5 Case Wallet,27.184,2,2.0388
3255,CA-2016-155474,07-08-2016,7/14/2016,CC-12220,Seattle,TEC-PH-10001580,Technology,Logitech Mobile Speakerphone P710e - speaker phone,107.984,1,9.4486
3256,CA-2016-155474,07-08-2016,7/14/2016,CC-12220,Seattle,OFF-BI-10004209,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,6.03
3257,CA-2015-155453,08-09-2015,8/14/2015,RA-19885,Jacksonville,OFF-LA-10001613,Office Supplies,Avery File Folder Labels,4.608,2,1.6704
3258,US-2016-161844,12-09-2016,12/14/2016,DK-12835,Franklin,FUR-TA-10001676,Furniture,Hon 61000 Series Interactive Training Tables,79.974,3,-29.3238
3259,US-2016-161844,12-09-2016,12/14/2016,DK-12835,Franklin,OFF-BI-10003712,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2,-2.0622
3260,US-2016-162103,11/13/2016,11/17/2016,LB-16795,Highland Park,OFF-BI-10000285,Office Supplies,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2,-4.704
3261,CA-2014-151554,11/14/2014,11/15/2014,CM-11815,Pasadena,OFF-PA-10004609,Office Supplies,Xerox 221,20.736,4,7.2576
3262,CA-2014-140662,11/17/2014,11/19/2014,TS-21205,San Francisco,TEC-AC-10001314,Technology,Case Logic 2.4GHz Wireless Keyboard,99.98,2,7.9984
3263,CA-2014-140662,11/17/2014,11/19/2014,TS-21205,San Francisco,OFF-PA-10003395,Office Supplies,Xerox 1941,733.95,7,352.296
3264,CA-2014-140662,11/17/2014,11/19/2014,TS-21205,San Francisco,OFF-AP-10001242,Office Supplies,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3,72.432
3265,CA-2016-122518,03-04-2016,03-08-2016,RF-19345,Miami,OFF-LA-10001641,Office Supplies,Avery 518,10.08,4,3.528
3266,US-2014-126571,10-11-2014,10/15/2014,JF-15565,Philadelphia,OFF-ST-10003816,Office Supplies,Fellowes High-Stak Drawer Files,281.904,2,10.5714
3267,US-2014-126571,10-11-2014,10/15/2014,JF-15565,Philadelphia,OFF-EN-10002230,Office Supplies,Airmail Envelopes,201.432,3,67.9833
3268,CA-2014-143840,5/22/2014,5/29/2014,EH-14185,Decatur,TEC-PH-10002660,Technology,Nortel Networks T7316 E Nt8 B27,135.98,2,33.995
3269,CA-2014-143840,5/22/2014,5/29/2014,EH-14185,Decatur,TEC-PH-10003171,Technology,Plantronics Encore H101 Dual Earpieces Headset,44.95,1,12.586
3270,CA-2014-115980,7/15/2014,7/19/2014,VW-21775,Sioux Falls,TEC-AC-10003709,Technology,Maxell 4.7GB DVD-R 5/Pack,2.97,3,1.3068
3271,CA-2014-115980,7/15/2014,7/19/2014,VW-21775,Sioux Falls,OFF-FA-10000304,Office Supplies,Advantus Push Pins,6.54,3,2.6814
3272,CA-2015-155145,12/27/2015,12/29/2015,KN-16450,Visalia,TEC-AC-10003709,Technology,Maxell 4.7GB DVD-R 5/Pack,7.92,8,3.4848
3273,CA-2015-146038,02-09-2015,2/16/2015,SJ-20215,Los Angeles,FUR-CH-10002774,Furniture,"Global Deluxe Stacking Chair, Gray",203.92,5,22.941
3274,CA-2017-133865,05-08-2017,05-12-2017,PS-19045,Los Angeles,TEC-CO-10001046,Technology,Canon Imageclass D680 Copier / Fax,3359.952,6,1049.985
3275,CA-2017-116358,11-02-2017,11-06-2017,KM-16225,Overland Park,OFF-FA-10003495,Office Supplies,Staples,18.24,3,9.12
3276,CA-2017-116358,11-02-2017,11-06-2017,KM-16225,Overland Park,OFF-AR-10004685,Office Supplies,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",27.78,6,9.1674
3277,CA-2014-102988,04-05-2014,04-09-2014,GM-14695,Alexandria,OFF-AR-10004757,Office Supplies,Crayola Colored Pencils,22.96,7,7.5768
3278,CA-2014-102988,04-05-2014,04-09-2014,GM-14695,Alexandria,TEC-PH-10001615,Technology,AT&T CL82213,28.99,1,8.4071
3279,CA-2014-102988,04-05-2014,04-09-2014,GM-14695,Alexandria,OFF-PA-10003349,Office Supplies,Xerox 1957,12.96,2,6.3504
3280,CA-2014-102988,04-05-2014,04-09-2014,GM-14695,Alexandria,OFF-AR-10000127,Office Supplies,Newell 321,22.96,7,6.6584
3281,CA-2014-102988,04-05-2014,04-09-2014,GM-14695,Alexandria,OFF-SU-10002881,Office Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,83.281
3282,US-2014-117170,9/17/2014,9/24/2014,KT-16465,Raleigh,TEC-AC-10001109,Technology,Logitech Trackman Marble Mouse,47.984,2,13.1956
3283,US-2014-117170,9/17/2014,9/24/2014,KT-16465,Raleigh,OFF-PA-10000682,Office Supplies,Xerox 1924,4.624,1,1.6762
3284,CA-2014-159478,9/30/2014,10-06-2014,MH-17785,New York City,FUR-FU-10000221,Furniture,"Master Caster Door Stop, Brown",15.24,3,5.1816
3285,CA-2014-103702,09-12-2014,9/17/2014,AF-10885,Fairfield,OFF-BI-10002429,Office Supplies,"Premier Elliptical Ring Binder, Black",63.924,7,-46.8776
3286,CA-2017-150525,2/20/2017,2/25/2017,JP-16135,Muskogee,OFF-AR-10002375,Office Supplies,Newell 351,6.56,2,1.9024
3287,CA-2017-150525,2/20/2017,2/25/2017,JP-16135,Muskogee,OFF-AP-10000595,Office Supplies,Disposable Triple-Filter Dust Bags,13.11,3,3.4086
3288,CA-2015-157770,12/13/2015,12/15/2015,RD-19585,Temecula,TEC-PH-10001530,Technology,Plantronics Voyager Pro Legend,494.376,3,49.4376
3289,CA-2015-157770,12/13/2015,12/15/2015,RD-19585,Temecula,OFF-BI-10000050,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",29.2,5,9.855
3290,CA-2015-157770,12/13/2015,12/15/2015,RD-19585,Temecula,TEC-AC-10001552,Technology,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5,27.3735
3291,CA-2015-157770,12/13/2015,12/15/2015,RD-19585,Temecula,TEC-AC-10003399,Technology,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,15.2208
3292,CA-2016-167290,10/30/2016,11-04-2016,JF-15295,Sterling Heights,OFF-AR-10004078,Office Supplies,Newell 312,11.68,2,3.504
3293,CA-2014-106264,12/26/2014,12/30/2014,CK-12595,San Diego,OFF-SU-10002189,Office Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0.1191
3294,CA-2014-106264,12/26/2014,12/30/2014,CK-12595,San Diego,FUR-FU-10001852,Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,1.1136
3295,CA-2014-138023,8/15/2014,8/18/2014,KH-16510,Dallas,OFF-BI-10003638,Office Supplies,GBC Durable Plastic Covers,30.96,8,-52.632
3296,CA-2017-113418,10-01-2017,10-03-2017,CM-12655,New York City,TEC-MA-10002428,Technology,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,11,767.2005
3297,US-2015-110569,5/23/2015,5/30/2015,EB-13870,Phoenix,OFF-BI-10001036,Office Supplies,Cardinal EasyOpen D-Ring Binders,19.194,7,-12.796
3298,US-2015-110569,5/23/2015,5/30/2015,EB-13870,Phoenix,OFF-AP-10004708,Office Supplies,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,13.7016
3299,CA-2017-136308,11/16/2017,11/16/2017,MW-18235,San Francisco,TEC-MA-10000488,Technology,Bady BDG101FRU Card Printer,1919.976,3,215.9973
3300,US-2014-159926,11/18/2014,11/22/2014,CS-11950,Philadelphia,OFF-BI-10003656,Office Supplies,Fellowes PB200 Plastic Comb Binding Machine,50.997,1,-40.7976
3301,US-2014-159926,11/18/2014,11/22/2014,CS-11950,Philadelphia,OFF-ST-10003656,Office Supplies,Safco Industrial Wire Shelving,76.792,1,-16.3183
3302,US-2014-159926,11/18/2014,11/22/2014,CS-11950,Philadelphia,TEC-PH-10001128,Technology,Motorola Droid Maxx,539.964,6,-107.9928
3303,US-2014-159926,11/18/2014,11/22/2014,CS-11950,Philadelphia,FUR-FU-10001473,Furniture,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,5.2773
3304,US-2014-159926,11/18/2014,11/22/2014,CS-11950,Philadelphia,OFF-BI-10004656,Office Supplies,Peel & Stick Add-On Corner Pockets,1.944,3,-1.4256
3305,CA-2014-104738,12/30/2014,01-01-2015,SP-20620,Laredo,OFF-EN-10004955,Office Supplies,Fashion Color Clasp Envelopes,12.984,3,4.7067
3306,CA-2014-104738,12/30/2014,01-01-2015,SP-20620,Laredo,TEC-PH-10002468,Technology,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.584,2,19.0386
3307,CA-2014-104738,12/30/2014,01-01-2015,SP-20620,Laredo,TEC-PH-10000576,Technology,AT&T 1080 Corded phone,328.776,3,28.7679
3308,CA-2014-104738,12/30/2014,01-01-2015,SP-20620,Laredo,OFF-BI-10002160,Office Supplies,Acco Hanging Data Binders,2.286,3,-3.6576
3309,CA-2014-104738,12/30/2014,01-01-2015,SP-20620,Laredo,TEC-AC-10003628,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,14.3952
3310,CA-2015-144386,11-05-2015,11-11-2015,GT-14635,New York City,OFF-BI-10001116,Office Supplies,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344,6,8.8704
3311,CA-2016-111416,9/17/2016,9/22/2016,LW-17215,New York City,OFF-BI-10002026,Office Supplies,Avery Arch Ring Binders,232.4,5,78.435
3312,CA-2016-162747,3/20/2016,3/25/2016,AH-10030,Gulfport,FUR-FU-10003691,Furniture,"Eldon Image Series Desk Accessories, Ebony",86.45,7,38.038
3313,US-2014-133130,9/27/2014,10-01-2014,TH-21100,San Diego,FUR-CH-10002602,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,45.294
3314,US-2014-133130,9/27/2014,10-01-2014,TH-21100,San Diego,OFF-PA-10000675,Office Supplies,Xerox 1919,81.98,2,40.1702
3315,CA-2017-169978,12/24/2017,12/28/2017,HG-15025,Oceanside,FUR-CH-10002602,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,271.764,2,48.3136
3316,CA-2017-169978,12/24/2017,12/28/2017,HG-15025,Oceanside,OFF-BI-10001900,Office Supplies,"DXL Angle-View Binders with Locking Rings, Black",14.376,3,4.8519
3317,CA-2017-161739,11-10-2017,11/15/2017,EB-13750,Round Rock,FUR-FU-10001468,Furniture,Tenex Antistatic Computer Chair Mats,341.96,5,-427.45
3318,CA-2015-165057,09-11-2015,9/15/2015,SC-20725,Redlands,OFF-AR-10004648,Office Supplies,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35,9,48.9645
3319,CA-2015-165057,09-11-2015,9/15/2015,SC-20725,Redlands,OFF-LA-10003190,Office Supplies,Avery 474,8.64,3,4.2336
3320,CA-2014-134551,12/20/2014,12/25/2014,TS-21505,Columbia,OFF-AP-10004868,Office Supplies,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.512,7,3.8073
3321,CA-2014-134551,12/20/2014,12/25/2014,TS-21505,Columbia,FUR-CH-10004287,Furniture,SAFCO Arco Folding Chair,662.88,3,74.574
